-3.012549302108227245e+00,-1.154243571271702296e+00,-1.813552048906537539e+00,7.957938617930610664e-03,-2.002197764024680637e+00,-1.505368841974414895e+00,1.391079047054071260e-01,-2.853473185849091376e-01,-8.675901690032071512e-02,-4.462855382719483344e-01,3.063865875268304562e-01,-4.685429920066590537e-01,-7.628199628030361834e-02,-1.160449962247354083e+00,-1.195934982538378044e+00,-8.647782233892272741e-01,1.443222449587812095e+00,-1.325424293381261220e+00,-1.886001039406018376e-01,-3.435464131310550506e-02,-1.508501555387212312e+00,3.922403555278433651e-01,-2.436847652135958886e-01,-2.366367485196700926e+00,-1.547868202800166237e+00,-6.470987828044133527e-01,-8.770280124679530331e-01,-1.622390018944706025e+00,2.266348103877454667e-01,-1.099127825708229728e-01,1.078402068027865396e-01,-2.098240800590714272e+00,4.889717003165904713e-02,-5.804047229220108406e-01,1.016159960230514248e+00,-6.070857562229272641e-01,-1.462712154136834641e+00,-1.978763724784749156e+00,7.893984257395266768e-01,-9.279450416929245771e-01,-6.367034362630169531e-01,-1.508679737708328972e+00,-8.584319085566844976e-01,3.197380945304960087e-01,8.412054587708368558e-01,-1.013095989469806890e-01,-3.808575878285722083e-01,5.670501005096790781e-01,1.786576860656251542e-01,-5.262519619006811311e-01
-7.208496966956221552e-01,-1.321180595051633322e+00,-1.819275294600812831e+00,-1.782132059024327031e+00,-2.652070336132652084e+00,-1.823280739059539579e-01,-7.402655163735831767e-01,-1.372016854919478612e-01,2.992456426991350615e-01,-7.571878739741026987e-01,-2.428845346928880378e-01,-3.123649660272218576e-01,1.085939625774029749e-01,-1.315518340668471176e+00,-5.678624446580494700e-01,-2.249238124809689598e-01,-5.106292167795872805e-01,-4.806970041337959021e-01,-1.238962451425983380e+00,-3.691433732400603018e-01,-5.028060134783877144e-01,1.522778001172512552e-01,-1.951739424744345641e-01,-1.498109797354444161e+00,2.535254282210755994e-01,-1.955837856510985517e+00,1.618834308521021503e+00,-5.619331934651669025e-01,2.217313659405900084e-01,1.812367275764553476e+00,-7.765210369261675849e-01,-1.238868403150281017e+00,-4.649534066183668157e-01,-2.669461744905021749e-01,-1.774610858625927712e+00,1.827413379789197267e-01,7.874609509727904799e-02,7.878690276375689416e-01,8.925812206426192441e-01,-1.000990448425699064e+00,-2.716922235902550775e-01,-1.569535781835851296e+00,-7.066170445187360816e-01,-2.160184982407314269e+00,-1.377582881028916351e+00,-8.742162338137217104e-01,-5.790267785245485355e-01,-1.646930360195869580e+00,-1.064240579074485327e+00,-1.990933839644867531e-01
6.092793275242967127e-02,-1.510124127132324690e+00,-1.911943228414035412e+00,6.585222131263790413e-01,-1.820857399660258835e+00,-1.023852596547186744e+00,4.538638665589732613e-01,-1.942856457471961562e+00,-1.977752778757797814e-01,-1.228728687577772982e+00,8.143106872050109857e-01,-7.943980282520776703e-02,2.152910044991158955e-01,1.624225593254721711e-01,-7.607786051501816416e-02,-8.269557918495243909e-01,-2.093424724765184042e+00,-8.502433939257770801e-01,3.920050096698348141e-01,-4.670879355455190285e-01,1.930547001474758328e+00,-1.373151256654037589e+00,-2.120961651749416962e-02,-2.135950120723658419e+00,-1.069111048627724436e+00,3.443849314831866071e-01,-6.645162321855716536e-01,-3.199284131282006394e-01,2.116366460847413922e-01,-1.774476608210900697e+00,5.185474551427151635e-01,1.451298494765180136e+00,-2.318912503176669970e-01,-3.384558513486075615e-01,1.117560779408676153e+00,-4.751916695380861144e-01,5.534987626136608219e-01,-2.431525777407479882e+00,-1.104122165149775459e+00,-3.594496403117967698e-01,-1.700565288848593093e-01,4.198843616161506698e-01,-1.808906965244194975e-01,-1.605130012930873873e+00,-1.339211196710585527e+00,3.387208365150818357e-01,-5.451308599765463114e-01,-9.207154291550948555e-01,3.691521605853458343e-01,-1.656044624767488038e+00
-8.667841035006267347e-01,-8.685658368691018261e-01,-2.359019621737262540e+00,-1.955897199532588560e-01,5.229945453456235072e-01,-2.261814084222242283e+00,-2.809643730241609960e-01,-2.462260097135323955e-01,-2.256662078866779053e-01,-1.558669230847327392e-01,-1.203642877504609743e+00,-1.008190841591662057e+00,-3.315384299330709772e-01,-6.526640793659379547e-01,-1.056084682273539688e+00,-1.552003475745227012e+00,-8.745118805212306334e-01,-2.297138058833204433e+00,-6.608460658538797272e-01,-6.967186495512212030e-01,-2.735333714541358763e+00,1.068713882783348001e+00,-3.011539458760323362e-01,-1.828940819336646317e+00,6.380612472775007982e-01,-1.317354718358272780e+00,1.304828706234353597e-01,-1.285600949153516526e+00,-1.538075793484299458e+00,-1.877368829968972141e+00,-3.253753142868905379e-01,1.010553811716592421e+00,-6.066154577658174896e-01,-6.458245587909541285e-01,-2.595544247064360821e+00,-1.751785240888664996e-01,-7.145075551331093733e-01,9.350514075704050576e-01,-1.873309950024112824e+00,-7.586557642825687564e-01,-6.350672948408964125e-01,-4.715186815038812096e-01,1.584415667155767704e-01,1.077539108120511457e+00,-1.979293911699426145e+00,-1.228944881190612515e+00,-6.711324315534802354e-01,4.604886298430190261e-01,-3.147837349960755371e-01,-1.471052497020756578e+00
-6.448262293192548178e-01,1.348803513447080826e+00,-2.139138926629106763e+00,-2.016840564585725026e+00,-3.761841739015216457e-01,4.589459772104053648e-01,-1.616528684619023215e+00,3.036540846929899895e-01,-6.457336977297184477e-02,-2.101409077299836170e+00,-9.201675080107438731e-01,1.718449028829301062e+00,-5.045442977744551971e-01,2.816815463472688852e-01,-8.076750823189338124e-01,-8.728496130211585435e-02,-1.220821706969786202e+00,-9.512868945330641424e-01,4.902429926839659280e-01,-5.660149651464438936e-01,-1.504198739628823445e+00,-1.014225092395807604e+00,-3.529286138300921083e-01,7.957123380916604205e-01,-1.572139591315359297e+00,-2.874553408614603178e+00,-9.656049413161943429e-01,-1.833052418607882261e+00,-1.632335362971484294e+00,4.033198346624815023e-01,-1.355410731134710778e+00,-1.895602807419813907e+00,-1.312609241285971895e-01,-4.912679480282951539e-01,3.237563798603152465e-01,-7.182121437361960181e-01,3.379836458199513283e-01,-1.506921305195876970e+00,-8.711538256772334288e-01,-6.806910361951576949e-01,-1.555292000784280537e+00,-4.120784940635074944e-01,-8.588893009172657855e-01,-1.340884180766244382e+00,-1.615541938522714771e+00,5.764203378006387268e-01,-4.340091500432653460e-01,-7.922974868425823880e-01,-6.370999796643313229e-02,-1.835206821521758513e+00
-2.594602124460985149e+00,-2.014570525876612450e+00,1.050542550501603500e+00,1.229146633021294815e-01,6.587882731973501160e-01,5.611624102958978622e-01,1.021148508841763780e+00,-3.176355059767280165e-01,9.799377243826890016e-02,-2.113169254301015265e-01,-9.497805554411913320e-01,-9.593710059863259920e-02,-5.589013485497621447e-01,1.361216050754325835e-01,5.744783131119138853e-01,-1.145298943971998717e+00,-1.942996955413557103e+00,1.736480418728995945e+00,-1.231528251634114168e+00,2.404535140926926107e-01,-6.106453996057586986e-01,-5.697092081740839919e-01,-6.196630463440482295e-01,-2.974382867648424522e+00,-1.291186759194292710e+00,5.419541394990243788e-01,-9.343709322156128483e-01,-1.639616941715636544e+00,-6.740083456418130559e-02,-8.235360159197676611e-01,2.833256335703884798e-01,-1.764542403798630366e+00,-1.481761851007791675e+00,-1.622361392382906109e-01,-1.373150197531884498e+00,-1.095635179588149294e-01,-1.554637113622157285e+00,4.833002709573145372e-01,-1.212708174874642664e+00,-6.899902713209244975e-01,-3.517949387530450167e-01,-9.176539923245040642e-01,-4.049633602579085223e-01,-1.759213025591544133e+00,1.416792559457342060e+00,1.601726383868853354e-01,-4.235819173010093031e-01,-1.279223060242262955e+00,-1.113137648331512963e+00,5.546716112096000684e-01
1.138945285077775371e-01,1.049123903083488241e+00,1.214579527210843279e+00,-1.790445097499642868e+00,-2.178597251855752592e+00,-2.082369049041248754e+00,-6.077469015033230004e-01,-2.090816685351120086e+00,1.545252537586301045e-01,2.096834512285800367e-01,-1.222713936300277027e+00,-1.613423288997472893e+00,-9.444826179510343311e-02,-1.330272761478602295e+00,-2.798016734941945471e-01,6.936362951124691589e-01,1.436769394661772337e+00,-1.087492341121075068e+00,-7.836686582262134548e-01,-6.059019683916847532e-01,-4.113766414456100917e-01,-9.097247490890278954e-01,-5.861851262159298859e-01,-7.612451124917234413e-01,6.259823139451843321e-01,2.023580274906875420e-01,-8.339191205607198176e-01,-1.965094534914955782e+00,6.254059060974802575e-01,-1.211794414398653097e-01,3.983482538349253366e-01,-2.239737906004470425e+00,-1.334015580888755180e-02,-5.285737332577407077e-01,-2.295923690648475457e+00,-5.121869923364940069e-01,-8.034452139149920180e-01,-1.738920539797374154e+00,-2.462711387477043712e-01,-8.792000337253409459e-01,-5.711381849507889408e-01,-1.198620245805897655e+00,-5.945698072194797179e-01,-1.933957668688598419e+00,-1.649734205423093902e+00,1.068983306276170553e-01,-6.559246627641863725e-01,-1.377106744024862328e+00,-1.277283938605350055e+00,-1.148693802065942293e+00
-1.006269691957826673e+00,-1.120741833803145404e+00,-7.811822708026052720e-01,2.632970400413723877e-01,-2.238419455290748594e+00,-1.716795594231988797e+00,-6.145998050934038393e-01,-8.789044172272313105e-02,-5.193827876571748270e-01,-1.694079877030818082e+00,5.731420588766663604e-01,-1.023005734916749621e+00,2.956345316134018075e-01,2.739918014563149651e-01,3.738606865615761721e-01,-3.240209428948384596e-01,-1.798112192506854390e+00,-5.115075285862332732e-01,2.783767026113670440e-01,-2.602609031236211012e-01,-1.466703370819118613e+00,4.768322045286261246e-01,-4.525734137718818717e-01,1.020001048260768872e+00,4.319659485427523316e-01,-2.767418779239039672e+00,-1.038515289229277050e+00,-2.648737134796910198e-01,-2.177380417318427241e+00,-9.914578892356498141e-01,-1.264042040488445151e+00,-6.311422278608206371e-01,3.281093715509048742e-02,-5.653319975591277746e-01,-2.084752378828540920e+00,-1.615609126176151822e+00,-6.837752037707586217e-01,-1.772959264432768745e+00,-1.717165830272757487e+00,-6.182810899980065722e-01,1.993751035368553026e+00,5.281485506426319976e-01,-5.819297550451910661e-01,7.956831747282104850e-01,3.736775522012775741e-01,-2.043902599408900858e-02,-2.142228846384877927e-01,-1.777009246575285806e+00,1.543736014260710387e-01,1.737619632870427866e+00
-9.383628062372946221e-01,-1.321434136132500381e+00,-6.681689241607363661e-01,-1.772301525046391379e+00,3.395843332870167597e-01,-1.772741601793932809e+00,-1.019245379948330532e+00,-3.051370596844013017e-01,-3.999260438534885664e-01,-7.473256163300138200e-01,-1.393583979493929981e+00,-4.814632259231114153e-01,1.030033937124687389e-03,6.032058213865795077e-02,-8.547057724830113556e-02,2.002919454894130702e+00,-2.390092269713693263e+00,-2.260616633164056477e+00,-1.461362977467572488e+00,-8.209878136656248993e-01,-2.360950919472223575e+00,-1.220526948977050802e-01,-7.578843910494990066e-01,-2.687298646840533767e+00,-1.349360151020120524e+00,-6.041210366366358553e-01,-2.011972142227517857e+00,-3.947988656473868513e-02,-1.153799360229385007e+00,-2.200383561625528728e+00,-1.774424882566128181e+00,-1.976714408416081481e+00,3.468092039077798061e-01,-6.489783584984241127e-01,-1.291270617056872405e+00,-5.435450452891208567e-02,-1.069830360559348159e-01,-9.705997834720636597e-01,9.346690351268539532e-01,-8.651184518184843464e-01,-5.270310436279985744e-01,8.782787369001009425e-01,7.476502660780950937e-02,-2.594346284129680491e+00,-2.425594340720484965e+00,-9.178874459924756257e-01,-7.605378344638146215e-01,-1.679537664570826261e-01,-2.917167292110417476e-01,-1.712971318085970251e+00
-1.911647798395789577e+00,-2.061978851558703862e+00,-4.227239146441089668e-01,-8.945879829143602024e-02,-4.406194928796424715e-01,8.561893036844833160e-01,-3.292860378836754420e-01,-1.160294315287978550e+00,-7.974692316296263517e-01,1.724835182990987814e+00,1.286200448535509688e-01,-2.837974308994288375e+00,-2.824343425206294889e-01,-1.272222464305027723e+00,-8.604288086554238157e-01,-8.581088515046743082e-01,-8.431691551192617151e-01,-1.264570692715747624e+00,-2.252927233204367941e+00,-6.925947851536310429e-01,-1.187805434046921516e+00,-6.824298291744983480e-01,9.085962010033178660e-02,1.052168845426783461e+00,-5.410874894573693972e-01,-2.992300131706895794e+00,-6.783274809789485715e-01,1.955536155326052794e-01,-2.032137918853392566e+00,-1.167876900462080508e-01,-6.886273772165607543e-01,-2.170607155114219200e+00,-9.675908453942912990e-01,-5.500488030161977404e-01,-1.024085287988356185e+00,3.647048469173374413e-02,-2.651702159039782680e-01,-1.397007037415931352e+00,-1.318172496857633602e+00,-1.207878727434899879e+00,-1.963223889062553518e+00,-2.170313781173545564e+00,-6.471618860054521027e-01,-1.034876821955910575e+00,-2.507727504039861000e+00,-7.385408981692558328e-01,-4.903476339680151730e-01,4.945754441990304895e-01,1.756486034953451680e-01,-2.268256641779633487e+00
